Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W828    2104.47         2143.35         0.135098        0.98186         50.4811         1.64097         
W829    2104.73         2028.99         0.167343        1.03733         47.8772         2.20113         
W830    2104.94         2081.53         0.158332        1.01125         50.7556         1.09117         
W831    2105.1          2135.99         0.138195        0.985536        49.5877         1.23652         
W832    2105.2          2077.89         0.146291        1.01314         52.2189         1.82304         
W833    2105.26         2130.18         0.136426        0.988299        45.6039         0.925015        
W834    2105.26         2054.58         0.148359        1.02466         51.3551         3.30271         
W835    2105.2          2158.62         0.131346        0.975256        46.0129         0.880813        
W836    2105.1          2125.97         0.138628        0.990184        54.9897         3.20955         
W837    2104.94         2120.02         0.143784        0.992889        47.4419         1.51769         
W838    2104.73         2080.12         0.148584        1.01183         51.8211         0.999586        
W839    2104.47         2157.17         0.131962        0.975567        47.234          2.04149         
W840    2104.15         2120.4          0.137413        0.992338        49.0489         1.06244         
W841    2103.78         2096.42         0.141172        1.00351         51.8956         1.07781         
W842    2103.36         2091.6          0.139373        1.00562         54.5211         1.6603          
W843    2102.89         2143.05         0.131869        0.981263        50.6378         0.592729        
W844    2102.37         2083.39         0.140043        1.00911         53.9263         0.927894        
W845    2101.79         2140.19         0.131504        0.982059        44.6279         2.29061         
W846    2101.16         2162.5          0.124235        0.971637        43.5184         2.50402         
W847    2100.48         2085.98         0.13773         1.00695         50.2709         1.03098         
W848    2099.75         2152.29         0.126516        0.97559         34.8239         1.0042          
W849    2098.97         2132.94         0.128085        0.984072        48.4929         0.764767        
W850    2098.14         2128.66         0.136018        0.985659        64.2362         1.17493         
W851    2097.72         2045.43         0.152468        1.02556         47.4088         2.24594         
W852    2098.55         2055.84         0.144792        1.02078         43.6467         1.1865          
W853    2099.33         2099.55         0.129612        0.999897        45.222          0.558823        
W854    2100.07         2140.38         0.118682        0.981165        48.2824         0.788898        
W855    2100.75         2107.05         0.12509         0.997006        41.027          1.27614         
W856    2101.37         2106.65         0.129128        0.997494        49.7519         1.30283         
W857    2101.95         2127.06         0.126327        0.988196        65.3419         1.79199         
W858    2102.47         2137.71         0.131104        0.983516        54.4156         0.0716169       
W859    2102.95         2042.22         0.158184        1.02974         60.0274         1.06309         
W860    2103.37         2167.37         0.133012        0.970469        44.4143         2.07345         
W861    2103.73         2078.98         0.151078        1.01191         55.8966         1.04851         
W862    2104.05         2152.7          0.141091        0.977399        47.8026         1.47017         
W863    2104.31         2095.85         0.162161        1.00404         49.1941         1.63264         
W864    2104.52         2064            0.166925        1.01963         52.7711         1.31608         
W865    2104.68         2123.1          0.143794        0.991325        53.4364         2.4579          
W866    2104.78         2116.48         0.141195        0.994473        50.319          0.287378        
W867    2104.84         2099.87         0.142366        1.00237         50.8844         1.45548         
W868    2104.84         2149.1          0.135691        0.979404        49.6993         0.960566        
W869    2104.78         2065.97         0.154917        1.01879         59.4172         1.73436         
W870    2104.68         2097.21         0.150319        1.00356         44.0506         1.46394         
W871    2104.52         2092.02         0.148894        1.00598         53.8608         1.10967         
W872    2104.31         2095.18         0.146617        1.00436         49.6325         1.91838         
W873    2104.05         2090.51         0.144465        1.00648         51.7621         2.23179         
W874    2103.73         2117.43         0.137926        0.99353         45.6616         1.45728         
W875    2103.37         2122.68         0.13314         0.9909          46.2394         1.16863         
W876    2102.95         2140.38         0.129508        0.982508        46.3794         0.82694         
W877    2102.47         2077.19         0.140105        1.01217         56.2206         0.505223        
W878    2101.95         2094.73         0.139707        1.00345         46.3694         0.341574        
W879    2101.37         2059.45         0.145124        1.02036         46.0639         0.822814        
W880    2100.75         2081.56         0.136318        1.00922         48.4749         0.638062        
W881    2100.07         2103.35         0.133523        0.998441        49.0602         0.612355        
W882    2099.33         2046.78         0.143264        1.02568         51.6703         0.509496        
W883    2098.55         2086.74         0.139012        1.00566         50.3426         0.970898        
W884    2097.72         2172.03         0.146597        0.965788        98.9882         1.79779         
W885    2097.25         2108.05         0.137835        0.994877        42.0876         0.835425        
W886    2098.09         2119.23         0.127719        0.990024        51.3961         1.50508         
W887    2098.87         2107.76         0.12492         0.995783        50.4994         1.31441         
W888    2099.6          2117.35         0.123682        0.991614        49.9039         0.905799        
W889    2100.28         2085.85         0.131243        1.00692         49.9038         1.29053         
W890    2100.9          2052.57         0.139327        1.02355         52.7103         1.17951         
W891    2101.48         2113.62         0.130283        0.994255        62.6543         2.31459         
W892    2102            2128.12         0.13102         0.987726        52.7105         1.63801         
W893    2102.47         2060            0.153948        1.02062         41.9336         1.28353         
W894    2102.89         2092.63         0.152004        1.0049          48.552          0.742252        
W895    2103.26         2094.62         0.154095        1.00413         48.9116         0.144459        
W896    2103.58         2075.5          0.160732        1.01353         48.6119         1.65449         
W897    2103.84         2066.74         0.169187        1.01795         46.971          0.808621        
W898    2104.05         2067.67         0.16737         1.01759         47.1603         1.11263         
W899    2104.21         2124.42         0.143575        0.990484        49.7027         0.598554        
W900    2104.31         2091.47         0.144571        1.00614         56.0328         0.576605        
W901    2104.36         2069.1          0.147739        1.01704         56.4626         1.85625         
W902    2104.36         2103.23         0.144221        1.00054         50.1855         0.841522        
W903    2104.31         2079.31         0.154388        1.01202         49.45           1.09656         
W904    2104.21         2080.49         0.156419        1.0114          49.0156         1.11742         
W905    2104.05         2123.83         0.143121        0.990686        50.5649         0.815168        
W906    2103.84         2112.85         0.14123         0.995735        49.8114         0.860091        
W907    2103.58         2099.5          0.141998        1.00194         47.7905         3.42424         
W908    2103.26         2049.44         0.151435        1.02626         59.3782         2.06187         
W909    2102.89         2123.75         0.133917        0.990181        45.0661         1.77009         
W910    2102.47         2074.04         0.13738         1.01371         55.7895         1.75236         
W911    2102            2099.26         0.134721        1.00131         55.7081         0.989797        
W912    2101.48         2093.3          0.136543        1.00391         53.3647         1.10315         
W913    2100.9          2084.59         0.138367        1.00783         46.6869         0.711911        
W914    2100.28         2133.32         0.125734        0.984508        40.9521         0.475188        
W915    2099.6          2119.16         0.12665         0.99077         39.6659         0.764677        
W916    2098.87         2092.51         0.132079        1.00304         44.2253         0.639903        
W917    2098.09         2133.07         0.13015         0.983597        37.2203         0.656843        
W918    2097.25         2064.81         0.145959        1.01571         68.0547         1.60858         
W919    2096.73         3069.93         0.061           0.682992        1.05441         4.52379e-06     
W920    2097.57         2070.47         0.125458        1.01309         74.9819         1.14061         
W921    2098.35         2092.35         0.124831        1.00287         42.5445         1.29626         
W922    2099.08         2044.59         0.132532        1.02665         51.2073         1.9902          
W923    2099.75         2127.72         0.123715        0.986858        46.628          0.954864        
W924    2100.38         2086.84         0.133254        1.00649         46.8993         1.02592         
W925    2100.96         2085.07         0.13302         1.00762         50.6172         1.08592         
W926    2101.48         2107.07         0.131851        0.997346        41.6651         0.707077        
W927    2101.95         2082.35         0.14451         1.00941         49.0975         0.227095        
W928    2102.37         2061.13         0.155013        1.02001         42.0087         0.629961        
W929    2102.74         2064.97         0.155258        1.01829         50.3044         1.48842         
W930    2103.05         2091.26         0.153045        1.00564         49.3504         0.442646        
W931    2103.31         2083.84         0.156776        1.00934         42.588          0.403512        
W932    2103.52         2069.3          0.157489        1.01654         47.862          0.441706        
W933    2103.68         2122.13         0.138144        0.991306        51.2095         1.6741          
W934    2103.79         2101.02         0.137003        1.00132         52.725          0.673878        
W935    2103.84         2142.87         0.129463        0.981784        49.1241         1.54873         
W936    2103.84         2100.57         0.138636        1.00156         47.7739         0.455286        
W937    2103.79         2114.28         0.142183        0.995038        52.9871         0.616786        
W938    2103.68         1986.67         0.170308        1.0589          53.9417         0.796802        
W939    2103.52         2122.06         0.138174        0.991264        44.7106         0.76244         
W940    2103.31         2065.73         0.143979        1.01819         52.4052         0.711546        
W941    2103.05         2142.14         0.130663        0.981751        46.1958         0.504501        
W942    2102.74         2085.03         0.139691        1.00849         52.024          1.62219         
W943    2102.37         2084.34         0.13695         1.00865         48.8379         1.96858         
W944    2101.95         2143.97         0.12263         0.980402        45.1821         0.339292        
W945    2101.48         2114.14         0.123813        0.994012        51.7002         1.19502         
W946    2100.96         2123.62         0.125092        0.989326        45.9163         1.43492         
W947    2100.38         2108.83         0.127443        0.995993        40.4921         0.669575        
W948    2099.75         2094.7          0.128713        1.00241         53.4259         1.65022         
W949    2099.08         2115.59         0.124734        0.992194        33.6214         1.4586          
W950    2098.35         2118.54         0.122605        0.990467        40.4917         0.92617         
W951    2097.57         2172.12         0.112963        0.965676        48.7861         0.966113        
W952    2096.73         2043.16         0.12541         1.02622         52.931          1.12389         
W953    2096.16         2111.17         0.130399        0.992893        18.4604         0.775212        
W954    2096.99         2097.77         0.120392        0.999631        53.5484         1.74109         
W955    2097.78         2135.49         0.115055        0.98234         42.9722         1.35084         
W956    2098.5          2129.16         0.117097        0.9856          41.9897         1.1492          
W957    2099.18         2083.21         0.12639         1.00767         46.4505         1.40218         
W958    2099.81         2097.93         0.127818        1.00089         39.4755         2.55149         
W959    2100.38         2107.77         0.126           0.996493        48.2984         0.979192        
W960    2100.91         2127.8          0.122187        0.987362        53.2754         2.24202         
W961    2101.38         2133.14         0.123136        0.985108        51.9084         0.963138        
W962    2101.8          2109.17         0.128576        0.996503        45.1999         1.23773         
W963    2102.16         2139.32         0.123805        0.982631        42.1447         1.02736         
W964    2102.48         2126.86         0.127059        0.988533        47.7239         1.52822         
W965    2102.74         2138            0.128291        0.983508        45.1055         0.479828        
W966    2102.95         2115.5          0.133929        0.994065        46.6155         2.11877         
W967    2103.11         2112.31         0.131936        0.995643        46.2855         2.3817          
W968    2103.21         2113.55         0.129514        0.995106        51.7073         0.588209        
W969    2103.26         2177.94         0.116708        0.965712        52.9472         0.85001         
W970    2103.26         2094.56         0.133812        1.00416         47.5095         0.409045        
W971    2103.21         2107.25         0.132703        0.998083        47.6339         1.93272         
W972    2103.11         2145.44         0.124344        0.980267        42.3511         0.903417        
W973    2102.95         2083.37         0.13722         1.0094          45.9349         1.43702         
W974    2102.74         2131.08         0.129062        0.986701        46.4218         0.207986        
W975    2102.48         2143.27         0.122048        0.980965        50.7775         0.751056        
W976    2102.16         2117.2          0.12745         0.992896        48.8852         2.44923         
W977    2101.8          2102.4          0.132243        0.999714        41.9056         2.15345         
W978    2101.38         2078.29         0.129131        1.01111         53.0953         0.0524746       
W979    2100.91         2155.26         0.115311        0.97478         50.1798         1.08708         
W980    2100.38         2081.21         0.129536        1.00921         55.04           0.134698        
W981    2099.81         2074.55         0.131105        1.01217         44.4129         0.969932        
W982    2099.18         2085.92         0.127869        1.00636         45.8731         0.661098        
W983    2098.5          2101.62         0.126742        0.998518        33.9            1.19343         
W984    2097.78         2038.23         0.13514         1.02921         50.0063         0.47759         
W985    2096.99         2097.14         0.124849        0.999931        62.8053         0.349769        
W986    2096.16         2034.38         0.136023        1.03037         98.1432         1.38647         
W987    2095.54         2143.67         0.122           0.977549        49.3764         1.04906         
W988    2096.37         2128.68         0.117064        0.984822        59.5529         1.25038         
W989    2097.15         2112.6          0.119884        0.992686        31.6393         1.31621         
W990    2097.88         2092.56         0.119699        1.00254         51.2098         1.44929         
W991    2098.56         2116.5          0.120723        0.991525        47.2423         0.801416        
W992    2099.18         2092.37         0.126057        1.00326         42.6552         1.90514         
W993    2099.76         2114.13         0.123631        0.9932          50.3267         0.445766        
W994    2100.28         2104.72         0.123254        0.997888        48.133          0.440132        
W995    2100.75         2118.28         0.121546        0.991724        47.313          0.993668        
W996    2101.17         2065.85         0.130351        1.01709         46.8384         0.145357        
W997    2101.53         2151.72         0.116445        0.976676        53.9761         0.313104        
W998    2101.85         2112.64         0.124134        0.994894        44.652          0.933429        
W999    2102.11         2109.65         0.127981        0.996428        45.5332         1.14272         
W1000   2102.32         2090.9          0.133017        1.00546         43.634          1.41936         
W1001   2102.48         2086.04         0.13289         1.00788         42.9675         0.464785        
W1002   2102.58         2094.75         0.130059        1.00374         52.7367         0.26853         
W1003   2102.63         2070.6          0.133634        1.01547         56.669          0.640822        
W1004   2102.63         2098.82         0.130262        1.00182         45.2927         0.459216        
W1005   2102.58         2120.09         0.126499        0.991743        48.0891         0.754461        
W1006   2102.48         2134.75         0.123215        0.984882        43.5058         1.59982         
W1007   2102.32         2110.95         0.131245        0.995913        45.494          0.664234        
W1008   2102.11         2073.65         0.135258        1.01373         49.8079         0.576359        
W1009   2101.85         2103.1          0.126809        0.999406        52.9956         2.52275         
W1010   2101.53         2129.25         0.12203         0.986982        45.5287         0.857281        
W1011   2101.17         2033.46         0.13968         1.0333          54.3761         1.18063         
W1012   2100.75         2133.34         0.118705        0.984723        47.9314         0.554288        
W1013   2100.28         2166.3          0.113366        0.969523        51.1135         1.26858         
W1014   2099.76         2113.3          0.124514        0.993592        52.6714         0.695426        
W1015   2099.18         2125.89         0.12149         0.987436        39.8911         1.38206         
W1016   2098.56         2124.89         0.1189          0.987606        46.816          0.295648        
W1017   2097.88         2113.6          0.119607        0.992564        46.8326         3.4867          
W1018   2097.15         2113.24         0.120246        0.992388        41.0086         1.87387         
W1019   2096.37         2374.57         0.112553        0.882844        8.00415         1.09236         
W1020   2095.54         2305.12         0.122           0.909081        44.2454         1.45037         
W1021   2094.87         2101.61         0.122           0.996792        84.6833         0.278893        
W1022   2095.7          2090.19         0.125313        1.00263         54.4845         1.53848         
W1023   2096.48         2108.65         0.120441        0.994228        46.7395         0.688315        
W1024   2097.21         2104.25         0.122012        0.996653        46.7565         0.295488        
W1025   2097.88         2084.17         0.12641         1.00658         48.817          0.847652        
W1026   2098.51         2093.84         0.125688        1.00223         52.4915         1.45092         
W1027   2099.08         2085.9          0.129046        1.00632         47.8222         0.919658        
W1028   2099.6          2109.87         0.125101        0.995131        42.6184         0.774835        
W1029   2100.07         2120.77         0.121953        0.990241        45.2565         0.88977         
W1030   2100.49         2103.22         0.12374         0.998701        45.8898         0.49571         
W1031   2100.86         2115.32         0.122044        0.993164        46.8737         1.72824         
W1032   2101.17         2096.89         0.12633         1.00204         43.621          1.51772         
W1033   2101.43         2077.86         0.131559        1.01134         44.9655         0.862405        
W1034   2101.64         2105.26         0.128071        0.99828         42.2699         0.342883        
W1035   2101.8          2123.83         0.121618        0.989624        46.1601         0.416985        
W1036   2101.9          2145.01         0.118144        0.979904        48.1696         0.574318        
W1037   2101.95         2101.95         0.128128        1               57.2522         1.04959         
W1038   2101.95         2116.86         0.127063        0.992958        47.5491         2.09133         
W1039   2101.9          2091.97         0.130745        1.00475         50.2926         0.671128        
W1040   2101.8          2101.82         0.129806        0.999989        47.4741         1.06447         
W1041   2101.64         2043.19         0.142114        1.02861         47.593          0.718563        
W1042   2101.43         2122.92         0.128355        0.98988         48.7922         1.50217         
W1043   2101.17         2142.75         0.120871        0.980595        50.2903         0.525707        
W1044   2100.86         2092.1          0.125391        1.00419         55.0078         0.712154        
W1045   2100.49         2132.8          0.120546        0.98485         47.2859         1.05299         
W1046   2100.07         2112.45         0.123765        0.994142        44.9573         0.561232        
W1047   2099.6          2041.16         0.140828        1.02863         52.5365         1.45053         
W1048   2099.08         2038.96         0.140712        1.02948         49.5935         1.3744          
W1049   2098.51         2098.67         0.128878        0.999924        46.4011         1.07456         
W1050   2097.88         2116.15         0.12243         0.991366        48.307          2.17636         
W1051   2097.21         2107.19         0.12112         0.99526         49.446          1.17942         
W1052   2096.48         2116.99         0.11965         0.99031         49.8124         1.30757         
W1053   2095.7          2369.93         0.136413        0.884289        1.05443         4.52902e-06     
W1054   2094.87         2020.85         0.136268        1.03663         34.6603         2.21714         
W1055   2094.15         3069.93         0.122           0.682149        1.05441         4.52379e-06     
W1056   2094.98         2060.98         0.132127        1.01649         57.331          1.28036         
W1057   2095.75         2125.27         0.121046        0.986112        39.6861         0.269444        
W1058   2096.48         2136.12         0.129775        0.981442        48.0174         0.819829        
W1059   2097.15         2128.93         0.122688        0.985076        50.3161         1.26566         
W1060   2097.78         2161.38         0.119195        0.970574        45.8403         1.3049          
W1061   2098.35         2124.18         0.132944        0.987843        47.7382         1.99162         
W1062   2098.87         2106.14         0.132004        0.996549        44.8684         1.69218         
W1063   2099.34         2113.83         0.127051        0.993145        46.1401         0.783488        
W1064   2099.76         2108.13         0.123804        0.99603         41.2698         1.07056         
W1065   2100.13         2100            0.126126        1.00006         42.1297         1.27377         
W1066   2100.44         2102.57         0.125874        0.998984        44.206          2.1174          
W1067   2100.7          2127.98         0.123363        0.987179        43.8153         0.447595        
W1068   2100.91         2077.7          0.129652        1.01117         48.2914         0.749119        
W1069   2101.07         2126.01         0.117932        0.988268        44.9511         1.79089         
W1070   2101.17         2129.41         0.120563        0.986738        54.1479         0.435588        
W1071   2101.22         2092.57         0.130738        1.00414         45.3819         0.323059        
W1072   2101.22         2106.76         0.130403        0.997373        46.9548         0.81123         
W1073   2101.17         2095.23         0.131403        1.00284         50.9859         0.36385         
W1074   2101.07         2153.36         0.122808        0.975716        44.9457         1.6332          
W1075   2100.91         2099.7          0.131934        1.00058         46.8944         0.529485        
W1076   2100.7          2129.93         0.126599        0.986276        43.4124         1.58626         
W1077   2100.44         2036.12         0.138714        1.03159         51.1984         1.80459         
W1078   2100.13         2124.35         0.123228        0.988595        48.8505         2.28319         
W1079   2099.76         2072            0.129726        1.0134          52.556          1.30362         
W1080   2099.34         2118.72         0.125445        0.990855        34.8773         0.891875        
W1081   2098.87         2087.3          0.132382        1.00555         45.6284         0.909818        
W1082   2098.35         2083.36         0.1288          1.0072          47.3946         1.30324         
W1083   2097.78         2094.14         0.128626        1.00174         41.2677         1.3817          
W1084   2097.15         2098.81         0.12775         0.999211        36.6257         0.768216        
W1085   2096.48         2109.7          0.126004        0.993735        29.2737         0.599227        
W1086   2095.75         2026.53         0.129557        1.03416         57.8075         1.45789         
W1087   2094.98         2137.21         0.120464        0.980238        13.0876         0.586692        
W1088   2094.15         2065.37         0.133735        1.01393         37.6143         0.710318        
W1089   2093.37         2165.6          0.13192         0.966649        36.6454         0.487397        
W1090   2094.2          1999.82         0.14077         1.0472          83.3899         1.60505         
W1091   2094.98         1303            0.061           1.60781         130.852         1.32367         
W1092   2095.7          2797.21         0.244           0.749213        43.4992         2.47794         
W1093   2096.38         1818.67         0.162519        1.1527          199.969         1.04888         
W1094   2097            1835.2          0.144113        1.14266         50.6135         2.24132         
W1095   2097.57         2059.53         0.168227        1.01847         57.0169         0.528471        
W1096   2098.09         2050.5          0.165088        1.02321         42.9544         2.52769         
W1097   2098.56         2114.99         0.138426        0.992234        43.7726         0.511584        
W1098   2098.98         2144.55         0.120965        0.978751        48.4079         0.876979        
W1099   2099.34         2101.45         0.129749        0.999           44.5357         0.976265        
W1100   2099.66         2105.35         0.128048        0.997297        54.3262         0.213299        
W1101   2099.92         2107.94         0.127593        0.996192        66.9883         1.90268         
W1102   2100.13         2115.05         0.12735         0.992945        56.1077         0.7542          
W1103   2100.28         2115.49         0.127099        0.992811        44.9067         0.246004        
W1104   2100.39         2121.59         0.129536        0.990008        57.7474         0.4951          
W1105   2100.44         2127.67         0.13116         0.987203        45.2256         0.74488         
W1106   2100.44         2083.81         0.139088        1.00798         47.3073         1.0793          
W1107   2100.39         2136.21         0.13039         0.98323         49.2789         0.354138        
W1108   2100.28         2062.77         0.141857        1.01819         53.2867         0.806816        
W1109   2100.13         2124.13         0.130362        0.9887          46.98           0.986371        
W1110   2099.92         2079.18         0.132718        1.00997         45.7648         1.64266         
W1111   2099.66         2106.95         0.12776         0.996537        50.2949         0.531645        
W1112   2099.34         2128.22         0.121956        0.986431        53.7396         0.96599         
W1113   2098.98         2113.68         0.126889        0.993047        48.1726         0.355837        
W1114   2098.56         2087.82         0.132978        1.00515         46.4227         1.41863         
W1115   2098.09         2151.64         0.125466        0.975115        34.6019         0.934808        
W1116   2097.57         2139.14         0.123862        0.980566        46.6063         0.693608        
W1117   2097            2103.87         0.126964        0.996735        51.2058         0.897889        
W1118   2096.38         2171.19         0.118907        0.965541        45.9405         1.66245         
W1119   2095.7          3009.93         0.141183        0.696264        1.05441         4.52425e-06     
W1120   2094.98         1123.6          0.079131        1.86453         199.98          1.58931         
W1121   2094.2          2088.43         0.119147        1.00276         50.8142         0.806417        
W1122   2093.37         2065.59         0.128107        1.01345         32.661          0.35057         
W1123           2092.55         2404.55         0.870248        64.4365         1               
W1125   2094.15         2008.87         0.152684        1.04245         68.3794         1.19649         
W1126   2094.87         2065.24         0.174851        1.01435         56.6432         1.39755         
W1127   2095.55         2072.9          0.17251         1.01093         53.9217         1.27615         
W1128   2096.17         2074.74         0.166771        1.01033         46.8987         1.02394         
W1129   2096.74         2065.97         0.170969        1.01489         59.77           0.871636        
W1130   2097.26         2086.57         0.167309        1.00513         45.0824         1.07039         
W1131   2097.73         2078.3          0.154771        1.00935         68.1385         2.47159         
W1132   2098.15         2060.83         0.146718        1.01811         84.5655         0.493358        
W1133   2098.51         2065.75         0.145585        1.01586         50.9661         0.697327        
W1134   2098.82         2116.4          0.130169        0.991694        54.5414         3.07925         
W1135   2099.08         2068.25         0.131922        1.01491         86.0452         1.0152          
W1136   2099.29         2076.15         0.141324        1.01115         63.8912         1.87343         
W1137   2099.45         2129.96         0.130275        0.985676        87.8153         0.790553        
W1138   2099.55         2088.5          0.148592        1.00529         62.3042         1.74504         
W1139   2099.61         2082.49         0.145617        1.00822         77.1015         1.65914         
W1140   2099.61         2036.38         0.14565         1.03105         95.6322         0.984212        
W1141   2099.55         2199.7          0.138441        0.954472        67.3891         1.66945         
W1142   2099.45         2086.41         0.141292        1.00625         61.1441         2.08173         
W1143   2099.29         2116.28         0.134704        0.991974        46.0587         1.60221         
W1144   2099.08         2140.32         0.125383        0.980735        40.8352         1.439           
W1145   2098.82         2100.44         0.127065        0.999228        32.5843         0.735513        
W1146   2098.51         2086.94         0.128764        1.00554         60.5924         0.859256        
W1147   2098.15         2091.34         0.130156        1.00325         62.8863         1.72927         
W1148   2097.73         2131.76         0.128688        0.984035        45.8674         0.680513        
W1149   2097.26         2131.25         0.160852        0.984051        61.9417         1.03643         
W1150   2096.74         1984.73         0.154127        1.05644         46.7453         0.874828        
W1151   2096.17         2103.53         0.144388        0.996501        72.8992         1.12056         
W1152   2095.55         1983.69         0.148956        1.05639         118.015         1.72348         
W1153   2094.87         2057.66         0.150176        1.01808         57.8681         0.922056        
W1154   2094.15         2053.6          0.137694        1.01975         34.9392         1.08344         
W1155   2093.37         2022.82         0.136085        1.03488         58.1662         2.98163         
W1156           2092.55         1954.62         1.07057         71.9632         1               
